t,x,y
9.799999999999999822e-01,3.176701660156250000e+02,5.955847778320312500e+02
1.000000000000000000e+00,4.243870544433593750e+02,5.736247558593750000e+02
1.020000000000000018e+00,4.252164611816406250e+02,5.725789184570312500e+02
1.040000000000000036e+00,5.193184814453125000e+02,5.694182739257812500e+02
1.060000000000000053e+00,5.200853271484375000e+02,5.685521240234375000e+02
1.080000000000000071e+00,5.289528808593750000e+02,6.798562622070312500e+02
1.100000000000000089e+00,5.297462158203125000e+02,6.787119750976562500e+02
1.120000000000000107e+00,5.089273986816406250e+02,6.708446044921875000e+02
1.139999999999999902e+00,5.095746154785156250e+02,6.703397216796875000e+02
1.159999999999999920e+00,6.571058349609375000e+02,8.281591033935546875e+01
1.179999999999999938e+00,6.583860473632812500e+02,8.182221984863281250e+01
1.199999999999999956e+00,6.593701782226562500e+02,7.714566802978515625e+01
1.219999999999999973e+00,6.606756591796875000e+02,7.664752197265625000e+01
1.239999999999999991e+00,6.623099975585937500e+02,7.186160278320312500e+01
1.260000000000000009e+00,6.633130493164062500e+02,7.137113952636718750e+01
1.280000000000000027e+00,6.656466674804687500e+02,6.871856689453125000e+01
1.300000000000000044e+00,6.658916625976562500e+02,6.834062194824218750e+01
1.320000000000000062e+00,6.672929687500000000e+02,6.642082977294921875e+01
1.340000000000000080e+00,6.680473632812500000e+02,6.623834991455078125e+01
1.360000000000000098e+00,6.687235717773437500e+02,6.575541687011718750e+01
1.379999999999999893e+00,6.691975708007812500e+02,6.590211486816406250e+01
1.399999999999999911e+00,6.681192016601562500e+02,6.688917541503906250e+01
1.419999999999999929e+00,6.683854370117187500e+02,6.717179870605468750e+01
1.439999999999999947e+00,6.662606201171875000e+02,6.862893676757812500e+01
1.459999999999999964e+00,6.661003417968750000e+02,6.917869567871093750e+01
1.479999999999999982e+00,6.628656005859375000e+02,7.160330200195312500e+01
1.500000000000000000e+00,6.623828735351562500e+02,7.208876037597656250e+01
1.520000000000000018e+00,6.588294067382812500e+02,7.315133666992187500e+01
1.540000000000000036e+00,6.581523437500000000e+02,7.388945007324218750e+01
1.560000000000000053e+00,6.545260620117187500e+02,7.604663848876953125e+01
1.580000000000000071e+00,6.537922973632812500e+02,7.680450439453125000e+01
1.600000000000000089e+00,6.499202270507812500e+02,8.065037536621093750e+01
1.620000000000000107e+00,6.488380737304687500e+02,8.158464813232421875e+01
1.639999999999999902e+00,6.471236572265625000e+02,8.449604797363281250e+01
1.659999999999999920e+00,6.456141357421875000e+02,8.549336242675781250e+01
1.679999999999999938e+00,6.438184204101562500e+02,8.659143066406250000e+01
1.699999999999999956e+00,6.420753784179687500e+02,8.746038055419921875e+01
1.719999999999999973e+00,6.401100463867187500e+02,8.809572601318359375e+01
1.739999999999999991e+00,6.381011962890625000e+02,8.881702423095703125e+01
1.760000000000000009e+00,6.372271728515625000e+02,8.823350524902343750e+01
1.780000000000000027e+00,6.351622314453125000e+02,8.880606842041015625e+01
1.800000000000000044e+00,6.321155395507812500e+02,8.881901550292968750e+01
1.820000000000000062e+00,6.298390502929687500e+02,8.955590820312500000e+01
1.840000000000000080e+00,6.280707397460937500e+02,9.068120574951171875e+01
1.860000000000000098e+00,6.255604858398437500e+02,9.141770172119140625e+01
1.879999999999999893e+00,6.238121948242187500e+02,9.194342041015625000e+01
1.899999999999999911e+00,6.211398925781250000e+02,9.249036407470703125e+01
1.919999999999999929e+00,6.191935424804687500e+02,9.138982391357421875e+01
1.939999999999999947e+00,6.164505004882812500e+02,9.188803100585937500e+01
1.959999999999999964e+00,6.134131469726562500e+02,8.998687744140625000e+01
1.979999999999999982e+00,6.106419067382812500e+02,9.047293090820312500e+01
2.000000000000000000e+00,6.075866699218750000e+02,8.789678955078125000e+01
2.020000000000000018e+00,6.047565307617187500e+02,8.824637603759765625e+01
2.040000000000000036e+00,6.003149414062500000e+02,8.575086975097656250e+01
2.060000000000000053e+00,5.973984985351562500e+02,8.624387359619140625e+01
2.080000000000000071e+00,5.945773315429687500e+02,8.677039337158203125e+01
2.100000000000000089e+00,5.919138793945312500e+02,8.720547485351562500e+01
2.120000000000000107e+00,5.896327514648437500e+02,8.849581909179687500e+01
2.140000000000000124e+00,5.868724975585937500e+02,8.875257873535156250e+01
2.160000000000000142e+00,5.831500854492187500e+02,9.030974578857421875e+01
2.180000000000000160e+00,5.810011596679687500e+02,9.045214843750000000e+01
2.200000000000000178e+00,5.784042968750000000e+02,9.105542755126953125e+01
2.220000000000000195e+00,5.761849975585937500e+02,9.121421813964843750e+01
2.240000000000000213e+00,5.722477416992187500e+02,9.127740478515625000e+01
2.259999999999999787e+00,5.702790527343750000e+02,9.114768218994140625e+01
2.279999999999999805e+00,5.674656372070312500e+02,9.024438476562500000e+01
2.299999999999999822e+00,5.657111816406250000e+02,8.998864746093750000e+01
2.319999999999999840e+00,5.628911743164062500e+02,8.858523559570312500e+01
2.339999999999999858e+00,5.616712036132812500e+02,8.814627075195312500e+01
2.359999999999999876e+00,5.592851562500000000e+02,8.600595092773437500e+01
2.379999999999999893e+00,5.585410766601562500e+02,8.526525115966796875e+01
2.399999999999999911e+00,5.579696655273437500e+02,8.271588897705078125e+01
2.419999999999999929e+00,5.573806152343750000e+02,8.176059722900390625e+01
2.439999999999999947e+00,5.557355346679687500e+02,7.907511138916015625e+01
2.459999999999999964e+00,5.555042724609375000e+02,7.779706573486328125e+01
2.479999999999999982e+00,5.546614990234375000e+02,7.336175537109375000e+01
2.500000000000000000e+00,5.549265747070312500e+02,7.165762329101562500e+01
2.520000000000000018e+00,5.532118530273437500e+02,6.681969451904296875e+01
2.540000000000000036e+00,5.537080688476562500e+02,6.478874206542968750e+01
2.560000000000000053e+00,5.515729370117187500e+02,5.920365142822265625e+01
2.580000000000000071e+00,5.523269042968750000e+02,5.669173431396484375e+01
2.600000000000000089e+00,5.513377075195312500e+02,5.525495147705078125e+01
2.620000000000000107e+00,5.525042724609375000e+02,5.244845962524414062e+01
2.640000000000000124e+00,5.536357421875000000e+02,4.968045425415039062e+01
2.660000000000000142e+00,5.548839111328125000e+02,4.644226837158203125e+01
2.680000000000000160e+00,5.565736694335937500e+02,4.448062896728515625e+01
2.700000000000000178e+00,5.578310546875000000e+02,4.072800445556640625e+01
2.720000000000000195e+00,5.589104003906250000e+02,3.765170288085937500e+01
2.740000000000000213e+00,5.604311523437500000e+02,3.332713699340820312e+01
2.759999999999999787e+00,5.623615112304687500e+02,3.114655303955078125e+01
2.779999999999999805e+00,5.638577880859375000e+02,2.688439750671386719e+01
2.799999999999999822e+00,5.652793579101562500e+02,2.055764389038085938e+01
2.819999999999999840e+00,5.665607910156250000e+02,1.634302520751953125e+01
2.839999999999999858e+00,5.691697998046875000e+02,1.224970722198486328e+01
2.859999999999999876e+00,5.707832031250000000e+02,6.437715530395507812e+00
2.879999999999999893e+00,5.717541503906250000e+02,-7.863529205322265625e+00
